whitePixelOnTopHalfCount,whitePixelOnBottomHalfCount,leftSideShape,rightSideShape,topShape,bottomShape,distanceCenter,heightWidthRatio
 5,  50,  71,  77, 157, 126,  37,857.368,1.84716
 5,  49, 104,  93, 103, 174,  73,1081.14,1.30496
 0,  58,  99,  51,  60, 183,  65,1306.84,0.913253
 6,  40, 126,  73,  90, 151,  33,1036.13,1.26509
 7,  50,  38, 237,  46, 148, 112,665.354,1.32204
 7,  64,  63,  72, 117, 150,  98,823.659,1.34823
 3,  32,  71, 134,  75, 154,  36,741.486,1.88449
 3,  57, 101,  99,  37, 134,  20,1100.27,1.50727
 1,  31,  51,  50,  77,  79,  15,458.699,3.47018
 9,  52,  84,  57,  53,  97,  33,746.9,1.64498
 7,  37,  37, 146,  60, 111,  91,501.063,2.05083
 9,  48,  75,  64,  65, 104,  50,670.628,1.80908
 9,  43,  51,  54,  76,  87,  34,462.008,2.07081
 3,  64, 122, 117,  46, 195,  31,1272.18,1.31328
 8,  44,  77,  36,  69,  93,  47,787.344,1.9856
 8,  74,  95,  45, 107, 115,  85,1108.01,1.77526
 7,  64,  44, 182,  49, 157,  75,667.624,1.45843
 1,  31,  57,  50,  50,  69,  16,476.97,2.62979
 9,  62,  95,  78,  78, 144,  81,971.031,1.38038
 2,  71, 119, 103,  90, 197,  59,1475.39,1.34044
 3,  45,  73,  56,  35,  57,  17,747.711,2.26746
 9,  54,  86,  72,  52, 111,  36,796.85,1.57011
 4,  50, 122, 118,  76, 214, 106,1108.03,0.730522
 6,  40, 111,  74,  76, 131,  29,846.355,1.50088
 2,  40,  85, 110, 142, 234,  91,759.371,1.36414
 7,  63,  62,  71,  91, 126,  84,745.962,1.77401
 3,  52, 101, 144,  84, 190,  80,1165.95,1.18953
 5,  69, 125,  90, 105, 163,  72,1428.71,1.31345
 3,  66,  99, 126,  70, 149,  78,1133.2,1.46232
 6,  37, 115,  84,  96, 155,  43,893.786,1.31271
 8,  78, 123,  60,  75, 122,  63,1264.97,1.51375
 3,  64, 119,  83,  49, 135,  26,1200.51,1.46182
 1,  54,  52, 121,  95, 172,  16,850.158,2.06007
 5,  54, 119,  96,  98, 196,  80,1207.13,1.29217
 4,  40,  51,  51, 129, 152,  90,543.774,1.24137
 0,  69, 117,  67,  52, 179,  40,1407.42,0.974524
 3,  48,  72, 131,  40, 134,  50,759.447,1.77349
 5,  72, 146,  61,  94, 159,  67,1631.15,1.15677
 3,  51,  70, 104,  79, 127,  51,796.103,1.60442
 4,  43, 112, 131,  99, 226, 117,960.126,0.842166
 5,  39,  79,  83, 102, 219,  92,777.75,1.13656
 0,  85, 113,  57,  44, 148,  51,1723.37,1.00632
 8,  68, 112,  67,  52, 107,  46,1159.28,1.59081
 3,  72, 136, 101,  58, 182,  47,1542.13,1.14019
 7,  60,  56, 135,  68, 123,  95,793.441,2.21074
 4,  36,  73, 109,  65, 148,  60,593.243,1.24545
 9,  50,  73, 118,  43, 141,  48,809.415,1.02944
 7,  67,  57,  98,  93, 140, 103,814.614,1.55315
 5,  41, 104,  70, 109, 148,  43,974.836,1.38047
 7,  64,  59,  69,  80, 105,  71,742.232,1.97201
 1,  24,  39,  43,  46,  60,   7,327.938,3.96869
 9,  47,  79,  74,  56, 100,  41,670.474,1.74641
 0,  57,  76,  50,  43, 128,  53,1161.77,1.05728
 4,  43, 107, 105, 107, 200,  95,817.401,1.13903
 0,  64, 100,  52,  53, 133,  39,1387.88,1.14611
 3,  53, 112, 102,  36, 147,  22,1185.95,1.38746
 5,  48,  74,  67,  53,  76,  41,858.944,1.80166
 7,  58,  57,  51,  86,  97,  51,680.187,1.97732
 7,  54,  74, 109,  73, 148,  41,846.758,1.59823
 6,  33,  96,  61,  68, 111,  16,719.095,1.69291
 4,  43, 111, 127, 121, 238, 111,890.531,0.963486
 2,  77, 118,  92,  82, 191,  30,1392.81,1.49764
 6,  29,  71,  56,  73,  66,  11,535.039,2.19877
 1,  34,  51,  94,  72, 130,  22,473.784,2.41232
 5,  34,  60,  84,  69,  97,  42,565.984,1.92046
 5,  65, 117,  85,  99, 188,  80,1309.9,1.23938
 6,  49, 121,  68,  48, 105,  19,1083.95,1.39335
 5,  75, 130,  89,  96, 154,  52,1528.14,1.34564
 2,  48,  79,  99,  49, 128,  23,864.674,1.7668
 0,  83, 120,  52,  47, 167,  39,1804.6,1.0309
 5,  38,  70,  71, 107, 112,  14,692.053,1.84511
 5,  53, 108,  81, 102, 173,  81,1138.41,1.27398
 5,  64,  80,  77, 183, 152,  45,1077.34,1.75671
 0,  73, 111,  58,  45, 163,  48,1663,1.00189
 2,  50,  95,  92, 132, 230, 101,1034.16,1.46875
 6,  37,  97,  65,  73, 118,  18,787.126,1.64361
 3,  32,  57, 135,  89, 215,  78,650.143,1.08339
 7,  74,  69,  70, 101, 134, 102,896.408,1.49148
 7,  35,  48,  84,  63, 133,  72,534.802,1.59772
 0,  64, 106,  92,  36, 165,  39,1414.02,1.07655
 7,  53,  76,  87, 107, 160,  98,720.201,1.57199
 2,  72, 111, 108,  53, 144,  28,1381.7,1.47071
 1,  28,  50,  53,  40,  76,  11,422.314,3.56561
 9,  52,  85,  60,  60, 105,  35,736.78,1.73472
 0,  56,  94,  59,  61, 131,  47,1082.45,1.25939
 3,  66, 114,  92,  41, 155,  24,1223.38,1.46696
 4,  44,  85,  82,  37, 166,  38,797.151,1.02418
 4,  40,  97, 119,  98, 199,  89,800.208,1.01119
 3,  49,  64, 108,  62, 134,  74,772.796,1.95535
 4,  40,  82, 120,  85, 167,  75,686.659,1.05713
 7,  38,  57, 113,  57, 108,  14,575.276,2.30074
 8,  65,  87,  67,  84, 117,  96,1005.96,1.51619
 4,  40,  76,  87,  32, 147,  57,790.551,1.07427
 1,  28,  52,  84,  63, 115,  23,468.425,2.5992
 3,  69,  98, 181,  56, 205,  26,1255.79,1.4034
 2,  61, 117,  99,  83, 210,  85,1190.39,1.09642
 7,  40,  39, 171,  43, 114,  89,532.392,2.03024
 2,  62, 137, 107,  57, 199,  60,1349.78,1.01179
 6,  30,  74,  58,  86, 106,  26,639.555,1.78222
 3,  70, 130, 122,  33, 186,  21,1439.57,1.25776
 9,  73, 108,  65,  63, 123,  52,1008.29,1.5915
 1,  34,  56,  96, 114, 167,  58,515.904,1.93216
 8,  51, 101,  48,  42, 103,  44,971.113,1.36243
 3,  67, 110, 103,  42, 140,  22,1205.54,1.53253
 6,  37, 103,  66,  69, 112,  27,873.156,1.36183
 6,  37,  97,  52,  74, 102,  14,790.733,1.66634
 4,  26,  69, 107,  91, 156,  53,495.511,1.30363
 7,  56,  55,  83,  71, 110,  78,728.704,2.03793
 8,  61, 108,  70, 140, 179,  77,1104.92,1.45782
 3,  69, 128, 134,  51, 179,  39,1523.42,1.24119
 4,  31,  61,  59,  90, 125,  57,489.433,1.34444
 9,  52,  83,  65,  83, 122,  66,774.898,1.53352
 2,  37,  65, 103,  60,  80,  40,668.999,2.16059
 6,  43, 135,  78,  70, 142,  30,1128.32,1.30207
 2,  38,  79,  75, 129, 246, 118,717.522,1.42449
 5,  65, 131, 101, 100, 165,  81,1363.4,1.23435
 4,  37,  84, 136,  32, 146,  40,677.943,1.17195
 1,  36,  58,  90,  83, 131,  35,554.963,1.92334
 6,  24,  80,  32, 118, 120,  20,618.321,1.52471
 9,  52,  78,  59,  57, 100,  32,724.468,1.67176
 5,  46,  58, 152,  82, 165, 110,675.97,1.17501
 8,  70,  86,  47,  82,  92,  74,1004.65,1.96612
 3,  46,  86,  77,  60, 117,  45,812.363,1.77
 1,  31,  56,  83,  61, 115,  19,487.23,2.93628
 3,  71, 108, 114,  77, 144,  69,1229.97,1.53311
 1,  35,  60,  80,  39, 106,  16,512.505,3.29078
 4,  41, 113,  96,  70, 223,  90,978.63,0.830041
 5,  55, 106,  65, 109, 180,  92,1110.41,1.19391
 3,  46,  63, 105,  64, 127,  78,820.895,1.6951
 0,  79, 111,  59,  56, 162,  54,1613.72,1.00268
 8,  54,  73,  56,  70,  87,  31,775.443,2.21268
 2,  64, 131, 136,  65, 205,  55,1496.99,1.1666
 9,  66, 101, 127,  65, 178,  97,1049,0.830654
 7,  54,  49,  59,  90, 102,  59,648.273,2.01608
 2,  40,  98,  74, 129, 217, 109,910.813,1.10455
 8,  58,  93,  61,  57,  99,  58,1000.84,1.74613
 3,  39,  60, 119,  49, 147,  32,654.115,2.5696
 6,  34, 110,  66,  87, 139,  23,809.235,1.45521
 4,  23,  74, 154,  42, 208,  67,586.636,0.704252
 6,  37,  91,  62,  82, 112,  19,774.427,1.58014
 9,  42,  61,  85,  51, 107,  38,543.68,1.54109
 8,  77,  98,  94,  68, 130,  63,1179.61,1.77404
 5,  38,  71,  97,  70, 109,  54,741.567,1.71344
 4,  37,  76, 101,  70, 138,  53,610.838,1.20425
 2,  51, 114,  63, 152, 218,  93,1198.71,1.30313
 4,  48, 113, 145,  87, 230, 100,969.201,0.971744
 6,  46, 113,  70, 114, 134,  39,1020.95,1.37582
 2,  59, 130, 148,  65, 213,  47,1377.67,1.21467
 0,  73, 120,  63,  42, 128,  41,1429.3,1.19025
 2,  79, 126, 127,  77, 212,  32,1469.34,1.39606
 1,  26,  48,  56,  59,  77,  19,396.259,2.78809
 8,  85, 104,  61,  71, 120,  85,1232.12,1.63614
 4,  37,  72,  80,  89, 159, 108,685.395,1.07489
 0,  78, 112,  68,  58, 170,  52,1570.15,1.005
 9,  58,  68, 117,  33, 122,  55,745.1,1.42635
 0,  65, 101,  75,  57, 153,  49,1241.24,1.17134
 6,  35,  78,  40,  82,  82,  14,737.141,1.6727
 1,  27,  56,  87,  56, 119,  15,468.144,2.26982
 2,  49, 101,  87,  93, 144,  44,997.039,1.55745
 2,  55, 140, 146,  83, 197,  68,1425.4,1.12693
 3,  52, 107, 144,  93, 184,  94,1110.11,1.08876
 3,  73, 117,  99,  40, 127,  18,1298.26,1.50385
 1,  26,  40,  58, 102,  99,  21,389.355,2.44142
 8,  75, 105,  74, 102, 165,  95,1236.48,1.37312
 5,  62,  86, 105, 118, 128,  84,1088.16,1.42557
 9,  58,  85,  71,  75, 119,  64,818.942,1.53351
 8,  94, 163,  53,  90, 157,  81,1780.85,1.15071
 0,  67, 106,  50,  52, 180,  61,1393.91,0.899819
 3,  25,  61,  95,  32,  87,  26,441.496,2.23638
 1,  34,  49, 103,  73, 127,  44,457.722,1.93676
 3,  50,  75, 125,  72, 138,  91,859.695,1.55972
 2,  63, 127,  93, 115, 206,  75,1389.68,1.27863
 1,  38,  58,  67,  68,  99,  27,499.147,2.00284
 4,  31,  88, 147, 123, 222, 156,731.47,0.869593
 3,  62, 100, 156,  28, 180,  52,1206,1.67642
 5,  49,  92,  63, 107, 199,  90,930.267,1.11088
 5,  46,  97, 115,  56, 158,  50,943.629,1.30585
 6,  59, 150,  84,  81, 139,  52,1367.31,1.08563
 1,  23,  39,  57,  70,  78,   9,353.235,2.79602
 7,  71,  77,  94,  89, 114,  65,1080.34,1.44992
 9,  47,  65, 115,  51, 139,  46,676.555,1.43224
 8,  60, 102,  70, 109, 175, 102,1138.2,1.37277
 1,  23,  36,  47,  68,  84,   8,305.757,3.66012
 9,  60,  65,  93,  72, 118,  73,724.194,1.60515
 6,  34,  96,  50,  89, 136,  26,805.155,1.18783
 0,  88, 112,  61,  54, 173,  49,1698.88,1.13675
 5,  47,  54,  80, 126, 109,  49,656.038,2.05501
 1,  24,  54,  85,  62, 116,  19,441.039,2.00925
 8,  69,  85,  73,  50, 102,  41,940.455,2.04916
 2,  84, 131, 120,  48, 126,  40,1854.97,1.16633
 7,  42,  41, 162,  54, 115,  87,550.743,2.37048
 3,  67, 114,  92,  45, 132,  27,1289.57,1.48238
 7,  56,  58,  84,  99, 145, 132,756.98,1.38332
 4,  27, 100, 124,  99, 216, 126,785.387,0.741571
 5,  48,  96,  65,  69,  94,  32,1007.97,1.54105
 5,  51,  97,  59, 103, 191,  85,989.939,1.05404
 7,  48,  51,  67,  95, 102,  61,614.661,2.23738
 6,  53, 137, 136,  54, 136,  24,1198.36,1.15422
 5,  64, 101,  90,  63, 116,  64,1125.66,1.27926
 7,  69,  72, 118,  89, 156,  78,1057.87,1.42702
 5,  42,  65, 105,  94, 143,  92,818.05,2.06381
 8,  53,  95,  99,  85, 166,  83,971.227,1.51412
 2,  35,  74,  70, 109, 242, 115,664.932,1.0049
 9,  57,  65,  68,  66, 108,  39,698.551,1.82239
 7,  59,  77, 131, 100, 172,  66,876.784,1.45495
 3,  55,  96,  95,  51, 126,  21,973.774,1.68325
 6,  36, 108,  32,  82, 113,  21,803.604,1.69076
 5,  72, 111,  78, 108, 159,  71,1403.37,1.51542
 1,  14,  29,  29,  42,  30,   5,229.204,6.23124
 3,  64, 109, 101,  33, 151,  19,1284.93,1.47735
 1,  28,  45,  33,  50,  58,   9,376.911,4.05995
 2,  78, 136, 112,  57, 166,  49,1597.51,1.13402
 0,  48,  86,  76,  31, 109,  36,873.451,1.43604
 9,  56,  81,  84,  61, 114,  61,796.016,1.48111
 7,  64,  41, 195,  40, 172,  60,664.151,1.12989
 3,  89, 132,  49,  53, 113,  19,1538.19,1.4424
 5,  43,  73,  98,  57,  92,  54,758.267,1.51023
 2,  77, 166, 112,  56, 153,  57,1792.76,1.07324
 8,  49,  88,  65,  50,  98,  47,888.573,1.88711
 1,  22,  44,  88,  72, 119,  26,378.304,2.1318
 7,  62,  51, 206,  48, 159,  98,917.72,1.45948
 4,  23,  68, 105, 100, 159,  68,476.423,1.10387
 4,  45,  71, 106,  42, 158,  51,677.542,1.05725
 5,  57,  81,  61, 126, 190, 125,902.443,1.1436
 9,  41,  51, 109,  47, 102,  62,536.136,1.47094
 5,  74,  96,  85, 102, 189, 101,1143.95,1.29909
 7,  59,  51, 121,  70, 153, 113,778.88,1.06061
 2,  59, 153, 126,  41, 166,  45,1647.45,0.989881
 7,  36,  59,  73,  79, 107,  47,486.189,2.37886
 3,  75, 127,  98,  58, 121,  39,1382.18,1.40118
 8,  68,  99,  40,  96, 104,  59,1021.35,1.72041
 2,  78, 140, 111,  83, 185,  48,1640.96,1.30938
 8,  40,  71,  53,  43,  66,  20,653.647,2.39619
 1,  20,  30,  97,  64, 123,  16,263.11,2.38949
 4,  47,  73, 129,  36, 158,  56,753.116,0.923456
 3,  54, 106, 120,  37, 150,  25,1072.27,1.74973
 7,  56,  53, 131,  63, 126,  75,704.253,1.72237
 9,  50,  94, 103,  52, 146,  49,874.382,1.2434
 7,  43,  78,  48,  79, 103,  33,669.652,2.2352
 7,  60,  61, 107, 108, 186,  59,788.039,1.56065
 9,  63, 100,  85,  54, 153,  42,1069.43,1.13024
 2,  56, 134,  93,  77, 206,  84,1239.28,0.933663
 4,  47,  98,  87,  61, 190,  55,930.622,0.957509
 1,  28,  51,  88,  76, 124,  46,461.428,1.48527
 8,  42,  64,  57,  65,  82,  16,602.823,2.74956
 2,  82, 112,  84, 117, 163,  71,1521.75,1.39241
 4,  56,  86,  90,  93, 158,  96,818.715,1.2263
 8,  70, 104,  87,  93, 175,  91,1134.02,1.61294
 7,  61,  42, 224,  71, 214,  92,749.126,1.00562
 9,  53,  68,  72,  44,  91,  33,692.751,1.89821
 2,  45,  68, 121,  91, 190,  22,739.965,1.98371
 1,  26,  44, 115,  84, 156,  39,388.024,1.90715
 9,  49,  40, 106,  31,  79,  31,481.445,2.36856
 8,  69,  92,  68, 112, 157, 104,1132.25,1.52919
 9,  55,  64, 100,  69, 121,  96,730.726,1.42553
 8,  85, 102,  78, 102, 161,  98,1307.27,1.64729
 4,  58,  89,  90,  27, 152,  43,962.328,1.05005
 7,  57,  61,  89,  94, 139,  50,733.775,1.84437
 7,  35,  34,  82,  62,  86,  55,415.722,2.49231
 8,  68,  98,  68, 128, 184, 127,1159.4,1.24598
 6,  47, 124,  44, 121, 202,  94,1235.71,0.816141
 1,  31,  52, 102,  84, 144,  39,459.342,1.79323
 2,  62, 119, 156,  38, 150,  47,1474.98,1.11363
 0,  85, 136,  65,  61, 159,  60,1712.7,1.06675
 9,  52,  77, 109,  36, 127,  40,774.284,1.19365
 0,  56, 101,  83,  39, 142,  22,1069.34,1.33817
 2,  58, 117, 141,  66, 166,  49,1336.09,1.25779
 6,  33, 107,  92, 104, 174,  44,790.999,1.38689
 4,  37,  83, 106,  76, 136,  51,623.307,1.50337
 7,  75,  55, 135, 104, 188,  88,846.98,1.10679
 5,  47,  85,  41,  60, 126,  54,917.479,1.41827
 7,  56,  53,  84,  73, 112,  65,744.476,1.64004
 1,  27,  40,  30,  30,  32,   4,381.342,4.16942
 7,  78,  79,  87,  79, 145,  63,1020.17,1.27341
 7,  68,  62, 172,  40, 130,  79,897.236,1.70741
 5,  63, 100,  65, 117, 184, 111,1057.59,1.21881
 1,  26,  47,  24,  20,  22,   4,364.545,5.20138
 6,  33, 106, 119,  49, 142,  20,867.341,1.19033
 5,  60, 119, 106,  90, 166,  34,1211.59,1.1017
 1,  25,  50,  96,  92, 149,  33,455.617,1.82356
 9,  46,  48, 113,  43, 106,  59,577.389,1.98329
 5,  80, 128,  85,  97, 148,  83,1570.06,1.26486
 2,  57,  91, 146,  92, 143,  55,1145.61,1.24002
 7,  73,  81, 109,  90, 156,  66,1129.83,1.37486
 4,  31,  74, 134,  65, 173,  82,616.255,1.04785
 1,  14,  41, 120,  68, 145,  26,333.643,1.86872
 0,  50,  92,  67,  66, 172,  85,1129.45,0.920813
 2,  68, 126, 153,  53, 185,  43,1548.75,1.15824
 8,  51,  66,  75,  87, 125,  68,732.834,1.94804
 5,  30,  85,  59, 101, 231,  99,668.452,0.969752
 5,  53,  79,  95,  67, 153,  54,925.64,1.28658
 0,  78, 130, 102,  71, 193,  62,1472.58,1.11926
 6,  54, 103,  64,  49, 119,  19,996.538,1.39988
 7,  74,  70,  95, 124, 138, 104,1046.76,1.17291
 7,  49,  48,  91,  55, 113,  60,584.978,1.75225
 9,  60,  86,  80,  83, 144,  62,860.965,1.43586
 3,  33,  59,  95,  40, 116,  12,527.302,2.80562
 9,  43,  80,  64,  74, 116,  56,758.121,1.4786
 3,  63,  79, 103,  68, 130,  41,1001.1,1.61534
 0,  81, 139,  67,  62, 162,  41,1617.84,1.1286
 1,  20,  35,  43,  27,  44,   4,345.873,5.00454
 3,  71, 122,  93,  47, 142,  30,1265.58,1.65169
 0,  67,  76,  58,  76, 164,  74,1258.73,1.01558
 8,  54,  89,  74,  85, 158,  73,978.324,1.6999
 4,  37,  83,  78, 125, 181,  94,770.128,0.982374
 4,  36,  91, 128,  79, 219, 121,741.859,0.8501
 6,  38,  95,  34,  64,  75,  10,712.379,2.02464
 8,  43,  67,  76, 106, 142,  44,658.542,2.16574
 4,  35,  60,  79, 109, 130,  60,506.012,1.47702
 4,  36,  91, 141, 107, 216, 142,774.394,0.832612
 6,  44, 135,  59,  96, 149,  49,1065.28,1.23257
 1,  32,  51, 119, 103, 170,  61,469.621,1.66044
 4,  29,  84, 126,  71, 195,  60,622.636,1.05484
 8,  57,  88,  77,  97, 145,  78,920.477,1.6939
 9,  34,  60,  59,  69,  76,  36,533.117,2.25956
 6,  39, 109, 106,  55, 128,  20,940.597,1.19706
 2,  56,  76, 109, 103, 161,  56,950.32,2.06711
 5,  47,  89,  70, 109, 196, 107,834.264,1.14401
 9, 104, 155, 103,  51, 175,  60,1730,1.00414
 9,  85,  94,  71,  87, 129,  75,1086.12,1.29159
 0,  59,  90,  56,  50, 127,  27,1262.63,1.17834
 0,  63, 119,  91,  50, 166,  45,1346.25,1.10457
 7,  49,  60, 127,  68, 105,  79,730.866,2.00345
 0,  60, 105,  85,  44, 139,  32,1176.54,1.25246
 6,  34,  57,  43,  95,  74,   8,533.718,2.79073
 0,  72, 112,  92,  56, 181,  49,1420.72,1.08088
 3,  63,  91, 139,  94, 187,  77,1122.49,1.33522
 3,  73, 122, 121,  44, 181,  32,1391.5,1.42445
 9,  48,  72,  65,  48,  94,  25,677.071,1.7341
 7,  90,  81,  95, 102, 151,  76,1211.52,1.24153
 2,  47,  62, 102,  82,  94,  51,835.779,1.92905
 1,  28,  61, 131,  85, 182,  47,540.46,1.60008
 8,  90, 119,  96,  52, 146,  70,1531.53,1.11585
 6,  48, 128,  99,  67, 139,  22,1087.15,1.25862
 6,  43,  91,  77, 130, 138,  16,809.47,1.75527
 4,  24,  94, 127, 121, 215, 135,672.866,0.804698
 0,  91, 179,  47,  64, 158,  40,1842.21,0.988775
 2,  79, 114,  87,  64, 137,  36,1517.83,1.38441
 0,  68, 102,  68,  53, 158,  34,1295.33,1.22145
 6,  31,  93, 103,  73, 135,  21,820.795,1.31619
 9,  58,  76,  92,  88, 141, 105,825.389,1.34159
 6,  35, 105, 128,  57, 139,  33,919.522,1.11626
 8,  46,  64,  40,  60,  72,  25,659.065,2.61298
 0,  67, 124, 110,  44, 174,  60,1489.58,0.951838
 6,  28,  78,  58,  81,  92,  17,571.908,2.02853
 4,  22,  75, 139,  95, 173,  70,558.163,1.07415
 4,  42, 119,  95,  76, 231, 114,1048.3,0.625783
 5,  55,  81,  64, 131, 180, 123,952.594,1.23751
 6,  25,  76,  62,  56,  96,  18,565.209,2.03784
 4,  25,  84, 124, 101, 220, 132,635.169,0.741099
 2,  25,  73,  53, 145, 158,  53,525.782,1.78053
 1,  33,  63, 187, 131, 261, 131,631.107,1.16239
 4,  47,  91,  66, 140, 215, 124,947.796,0.885956
 3,  66, 130, 132,  76, 192,  67,1337.08,1.23453
 1,  20,  36,  20,  26,  25,   4,353.749,5.30271
 8,  48,  81,  33,  91, 110,  72,877.251,1.62516
 8,  45,  78,  47,  70, 101,  27,771.882,2.06894
 6,  41, 114,  82,  66, 117,  21,894.45,1.37652
 7,  61,  52, 191,  97, 187, 101,862.205,1.26911
 3,  70, 145, 109,  50, 183,  21,1444.4,1.41508
 3,  76, 128,  71,  56, 135,  54,1365.42,1.34255
 9,  64,  84,  82,  86, 141,  72,963.38,1.44786
 5,  74, 122,  36, 108, 104,  43,1435.69,1.26817
 9,  64,  91,  67,  66, 113,  61,903.664,1.44632
 5,  56,  76, 114, 167, 179, 113,1005.02,1.58214
 5,  30,  80,  63, 104, 209, 107,639.949,1.00312
 3,  57,  61,  99,  68, 122,  66,711.246,2.12856
 9,  63,  89,  66,  73, 118,  61,871.352,1.43047
 5,  60,  99, 144, 111, 172,  44,1302.77,1.24399
 3,  67, 117, 162,  63, 233,  62,1380.12,1.39369
 1,  39,  74,  70, 115, 180,  18,729.11,2.35453
 7,  67,  72,  88, 119, 182,  72,937.005,1.25694
 6,  23, 125,  21, 117, 249,  94,1098.08,0.551531
 6,  32, 114, 117,  70, 146,  41,860.882,1.12504
 9,  57, 107, 111,  97, 229, 112,1103.8,0.843238
 2, 101, 123, 111,  56, 152,  31,1773.82,1.3054
 5,  70,  73,  76, 200, 190, 173,1055.6,1.60016
 2,  68, 122,  82, 101, 196,  86,1382.76,1.13534
 9,  48,  70,  98,  71, 127,  85,688.955,1.29906
 0,  69, 126, 102,  48, 169,  56,1552.05,0.968468
 7,  51,  84,  95, 153, 204, 135,834.589,1.16979
 0,  67, 101,  41,  62, 153,  40,1356.23,1.22406
 7,  85,  95,  69,  33, 119,  84,1253.68,1.00405
 1,  14,  35,  27,  27,  32,   5,314.083,5.55245
 2,  45,  71, 126,  97, 157,  76,803.988,1.5323
 2,  78,  90, 141,  91, 178,  96,1275.39,1.50075
 5,  70, 103,  71,  53, 130,  49,1216.29,1.28256
 3,  69,  99,  90,  74, 163,  38,1340.05,1.47011
 1,  23,  43,  42,  44,  61,   8,355.986,4.02769
 4,  33,  99,  89,  71, 184,  72,758.286,0.851052
 3,  74, 151,  62,  84, 159,  47,1689.61,1.1572
 5,  69,  86,  67, 162, 160, 126,1129.43,1.71165
 9,  50,  79, 111,  41, 133,  39,756.709,1.22304
 6,  29, 112,  31, 118, 137,  33,809.222,1.10583
 6,  35, 107,  42,  68, 110,  18,796.364,1.63503
 7,  81,  50, 204,  51, 206,  98,967.325,1.05158
 3,  48,  58, 156,  61, 128, 122,761.346,1.77562
 8,  46,  76,  40,  88, 107,  66,747.269,1.80478
 0,  79, 113,  32,  68, 142,  66,1693.91,0.972473
 9,  41,  52,  76,  49, 106,  46,557.752,1.6663
 9,  65,  84,  92,  59, 123,  64,891.245,1.25767
 0,  73, 110,  48,  64, 145,  43,1499.67,1.0658
 6,  43, 121,  48,  81, 128,  22,968.978,1.55771
 1,  25,  43,  30,  20,  26,   3,356.316,5.74393
 9,  40,  63,  78,  68, 117,  42,574.496,1.45177
 2,  36,  76,  88, 117, 226, 107,750.539,1.19229
 4,  36,  66, 199,  25, 237, 114,860.688,0.516181
 3,  70,  96, 100,  33,  99,  67,1381.93,1.54212
 5,  83, 106,  56, 134, 113,  42,1301.97,1.66225
 4,  39,  97, 107,  95, 199, 114,764.92,0.813456
 0,  67, 107,  66,  45, 139,  25,1219.28,1.27076
 5,  68,  99,  75,  64, 106,  15,1157.53,1.56627
 8,  42,  71,  83,  98, 158,  97,787.484,1.61142
 6,  34, 100,  46, 115, 139,  28,796.144,1.45907
 1,  14,  35,  56,  39,  74,   7,298.045,3.69645
 7,  50,  44, 108,  53, 105,  68,605.058,2.1474
 8,  74,  90,  49,  78, 109,  66,998.078,1.65157
 8,  49,  86,  70,  65, 136,  51,891.818,1.73076
 0,  74, 107,  66,  74, 163,  71,1455.27,0.981115
 9,  32,  56,  75,  47,  94,  29,495.102,1.94102
 4,  46,  86, 142,  40, 207, 107,994.121,0.653988
 0,  75, 107,  46,  87, 171,  70,1420.75,1.05521
 3,  41,  64, 122,  72,  99,  38,767.728,2.03421
 1,  22,  40,  49,  38,  60,   6,341.92,4.28318
 5,  40,  75, 118,  85, 144,  49,862.614,1.28217
 2,  42,  78,  73, 120, 226, 127,807.421,1.19529
 2,  52, 107, 145,  79, 200,  51,1241.74,1.25638
 3,  58,  83,  64,  34,  70,  26,945.945,2.261
 7,  30,  46,  71,  83,  91,  33,386.847,2.54377
 4,  39,  78,  89,  60, 162,  75,684.169,0.917567
 4,  49,  72, 113,  87, 159, 100,697.481,1.32751
 5,  43,  81,  72,  99,  99,  13,825.034,1.91662
 9,  50,  80, 124,  59, 156,  71,827.254,1.11787
 9,  38,  43,  62,  99,  98,  38,433.146,2.39842
 7,  75,  58, 190,  32, 147,  89,1103.24,1.32572
 1,  20,  43,  50,  23,  52,   4,315.643,4.44119
 7,  54,  85, 111, 104, 150,  87,869.226,1.35837
 3,  62,  95,  71,  43, 125,  30,1073.3,1.74429
 4,  71, 102,  91,  64, 158,  94,1075.33,1.03359
 5,  78, 114, 103,  83, 181,  48,1442.05,1.39941
 1,  28,  47, 103, 126, 168,  70,455.241,1.35097
 9,  51,  62,  49,  65,  86,  28,563.479,2.09997
 4,  39,  62,  69,  59, 142,  38,554.905,1.26899
 4,  45,  73,  84,  77, 148,  60,630.05,1.54121
 2,  60, 107,  90,  91, 174,  20,1104.32,1.99953
 1,  22,  46,  43,  35,  54,   9,389.015,3.85605
 8,  60,  88,  54,  72, 118,  58,943.381,1.82793
 7,  72,  47, 143,  48, 130,  73,791.575,1.66614
 8,  96, 154,  71,  84, 162,  76,1606.18,1.20301
 7,  59,  45, 128,  37, 111,  65,763.753,1.88808
 3,  62,  72,  64,  48,  78,  46,889.433,1.86105
 2,  48, 104,  66, 196, 214,  91,1248.34,1.28125
 8,  56,  99,  66,  48,  89,  26,981.106,2.0009
 1,  27,  46,  61,  40,  77,   6,375.41,3.39578
 9,  29,  47,  58,  47,  79,  16,378.427,2.39098
 4,  40, 105,  78,  78, 215,  93,937.75,0.877189
 7,  67,  58, 197,  52, 169,  75,899.648,1.46016
 8,  47,  87,  54,  61, 107,  47,882.318,1.8294
